 h1 he3 he4 c12 n14 o16 ne20 na23 mg24 si28 s32 ar36 ca40 ti44 cr48 cr60 fe52 fe54 fe56 co56 ni56
12 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
13 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
14 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
15 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
16 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
17 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
18 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
19 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
20 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
21 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
22 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
23 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
24 5.163466e-05 0.0 0.5899974 0.1178526 9.07214e-07 0.2388577 0.006313819 4.228945e-08 0.007176527 0.03011051 0.004906365 0.0004677799 0.0001646339 0.0 0.0 0.0 0.0 0.0 2.064679e-05 0.0 0.004079205
25 5.448374e-05 0.0 0.5911859 0.1177102 9.4093e-07 0.2379806 0.006311451 4.386111e-08 0.007151046 0.02998848 0.004886803 0.0004659575 0.0001640276 0.0 0.0 0.0 0.0 0.0 2.063923e-05 0.0 0.004079156
26 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
27 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
28 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
29 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
30 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
31 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
32 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
33 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
34 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
35 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
36 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
37 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
38 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
39 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
40 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
41 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
42 7.576387e-05 0.0 0.6000627 0.116647 1.192759e-06 0.2314296 0.006293762 5.560002e-08 0.006960729 0.02907703 0.004740693 0.0004523451 0.0001594986 0.0 0.0 0.0 0.0 0.0 2.058276e-05 0.0 0.004078789
43 7.645219e-05 0.0 0.6002724 0.1166218 1.20078e-06 0.2312747 0.00629334 5.597394e-08 0.00695623 0.02905549 0.00473724 0.0004520234 0.0001593916 0.0 0.0 0.0 0.0 0.0 2.058142e-05 0.0 0.004078777
44 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248467e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
45 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
46 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
47 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
48 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
49 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
50 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
51 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
52 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
53 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
54 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
55 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
56 0.000106846 0.0 0.6095323 0.1155094 1.554977e-06 0.2244369 0.006274709 7.248468e-08 0.006757602 0.02810425 0.00458475 0.0004378168 0.0001546649 0.0 0.0 0.0 0.0 0.0 2.052243e-05 0.0 0.004078257
57 0.000140452 0.0 0.617232 0.1145812 1.941466e-06 0.218747 0.006259039 9.050075e-08 0.006592341 0.02731282 0.004457879 0.0004259968 0.0001507322 0.0 0.0 0.0 0.0 0.0 2.047331e-05 0.0 0.004077687
58 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
59 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
60 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
61 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
62 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
63 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
64 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
65 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
66 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
67 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
68 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.333389e-08 0.006566352 0.02718836 0.004437928 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
69 0.0001457368 0.0 0.6184428 0.1144352 2.002244e-06 0.2178523 0.006256575 9.33339e-08 0.006566352 0.02718836 0.004437927 0.000424138 0.0001501138 0.0 0.0 0.0 0.0 0.0 2.046558e-05 0.0 0.004077597
70 0.000161769 0.0 0.6212834 0.1140913 2.184485e-06 0.2157513 0.006250716 1.01829e-07 0.006505341 0.02689618 0.004391089 0.0004197743 0.0001486619 0.0 0.0 0.0 0.0 0.0 2.044743e-05 0.0 0.004077327
71 0.0001912826 0.0 0.6265125 0.1134583 2.519971e-06 0.2118838 0.006239931 1.174675e-07 0.006393024 0.02635831 0.004304865 0.0004117412 0.0001459891 0.0 0.0 0.0 0.0 0.0 2.0414e-05 0.0 0.00407683
72 0.0001912826 0.0 0.6265125 0.1134583 2.519971e-06 0.2118838 0.006239931 1.174675e-07 0.006393024 0.02635831 0.004304865 0.0004117412 0.0001459891 0.0 0.0 0.0 0.0 0.0 2.0414e-05 0.0 0.00407683
73 0.0001912826 0.0 0.6265125 0.1134583 2.519971e-06 0.2118838 0.006239931 1.174675e-07 0.006393024 0.02635831 0.004304865 0.0004117412 0.0001459891 0.0 0.0 0.0 0.0 0.0 2.0414e-05 0.0 0.00407683
74 0.0001912826 0.0 0.6265125 0.1134583 2.519971e-06 0.2118838 0.006239931 1.174675e-07 0.006393024 0.02635831 0.004304865 0.0004117412 0.0001459891 0.0 0.0 0.0 0.0 0.0 2.0414e-05 0.0 0.00407683
75 0.0002310003 0.0 0.6320732 0.1127819 2.96668e-06 0.2077668 0.006228286 1.382907e-07 0.006273485 0.02578586 0.004213098 0.0004031917 0.0001431445 0.0 0.0 0.0 0.0 0.0 2.037838e-05 0.0 0.004076165
76 0.0002473451 0.0 0.6343615 0.1125035 3.150512e-06 0.2060726 0.006223494 1.4686e-07 0.006224292 0.02555028 0.004175333 0.0003996733 0.0001419739 0.0 0.0 0.0 0.0 0.0 2.036372e-05 0.0 0.004075891
77 0.0002473451 0.0 0.6343615 0.1125035 3.150512e-06 0.2060726 0.006223494 1.4686e-07 0.006224292 0.02555028 0.004175333 0.0003996733 0.0001419739 0.0 0.0 0.0 0.0 0.0 2.036372e-05 0.0 0.004075891
78 0.0002473451 0.0 0.6343615 0.1125035 3.150512e-06 0.2060726 0.006223494 1.4686e-07 0.006224292 0.02555028 0.004175333 0.0003996733 0.0001419739 0.0 0.0 0.0 0.0 0.0 2.036372e-05 0.0 0.004075891
79 0.0003172061 0.0 0.6421076 0.1115556 3.927966e-06 0.2003302 0.006206966 1.831007e-07 0.006057593 0.02475201 0.004047364 0.000387751 0.0001380071 0.0 0.0 0.0 0.0 0.0 2.031397e-05 0.0 0.00407473
80 0.0003225396 0.0 0.6426989 0.1114833 3.98732e-06 0.1998918 0.006205704 1.858675e-07 0.006044866 0.02469107 0.004037594 0.0003868408 0.0001377042 0.0 0.0 0.0 0.0 0.0 2.031017e-05 0.0 0.004074642
81 0.0003225396 0.0 0.642699 0.1114833 3.98732e-06 0.1998918 0.006205704 1.858675e-07 0.006044866 0.02469106 0.004037594 0.0003868408 0.0001377042 0.0 0.0 0.0 0.0 0.0 2.031017e-05 0.0 0.004074642
82 0.0004184927 0.0 0.651096 0.110448 5.043425e-06 0.1936565 0.006187366 2.350974e-07 0.005863903 0.02382451 0.00389868 0.0003738986 0.000133398 0.0 0.0 0.0 0.0 0.0 2.025605e-05 0.0 0.004073059
83 0.0004189031 0.0 0.6511261 0.1104443 5.047903e-06 0.1936341 0.006187299 2.353062e-07 0.005863254 0.0238214 0.003898181 0.0003738521 0.0001333826 0.0 0.0 0.0 0.0 0.0 2.025586e-05 0.0 0.004073053
84 0.0005311735 0.0 0.6589527 0.1094707 6.270084e-06 0.1878108 0.006169733 2.922777e-07 0.005694297 0.02301237 0.003768487 0.0003617689 0.0001293621 0.0 0.0 0.0 0.0 0.0 2.020521e-05 0.0 0.004071215
85 0.0005311736 0.0 0.6589527 0.1094707 6.270085e-06 0.1878108 0.006169733 2.922777e-07 0.005694297 0.02301237 0.003768487 0.0003617689 0.0001293621 0.0 0.0 0.0 0.0 0.0 2.020521e-05 0.0 0.004071215
86 0.0005432076 0.0 0.6596257 0.109386 6.399654e-06 0.1873088 0.006168174 2.983176e-07 0.005679739 0.02294267 0.003757312 0.0003607278 0.0001290157 0.0 0.0 0.0 0.0 0.0 2.020083e-05 0.0 0.00407102
87 0.0006761233 0.0 0.6670584 0.1084515 7.830749e-06 0.181765 0.006150954 3.650275e-07 0.005518951 0.02217279 0.003633893 0.0003492292 0.0001251897 0.0 0.0 0.0 0.0 0.0 2.015249e-05 0.0 0.004068862
88 0.0007069149 0.0 0.6684466 0.1082748 8.158566e-06 0.1807264 0.006147616 3.803086e-07 0.005488843 0.02202863 0.003610783 0.0003470761 0.0001244733 0.0 0.0 0.0 0.0 0.0 2.014341e-05 0.0 0.004068367
89 0.0008430807 0.0 0.6745857 0.107493 9.608229e-06 0.1761337 0.006132855 4.478841e-07 0.005355699 0.02139114 0.003508588 0.0003375547 0.0001213051 0.0 0.0 0.0 0.0 0.0 2.010324e-05 0.0 0.004066174
90 0.000915721 0.0 0.6772203 0.1071523 1.037254e-05 0.1741554 0.006126235 4.835122e-07 0.005298377 0.0211167 0.003464593 0.0003334557 0.0001199411 0.0 0.0 0.0 0.0 0.0 2.008587e-05 0.0 0.004065015
91 0.001076355 0.0 0.6830464 0.1063988 1.206272e-05 0.1697806 0.006111593 5.622991e-07 0.005171616 0.02050982 0.003367302 0.0003243912 0.0001169249 0.0 0.0 0.0 0.0 0.0 2.004747e-05 0.0 0.004062451
92 0.001076355 0.0 0.6830464 0.1063988 1.206272e-05 0.1697806 0.006111593 5.622992e-07 0.005171616 0.02050982 0.003367302 0.0003243912 0.0001169249 0.0 0.0 0.0 0.0 0.0 2.004747e-05 0.0 0.004062451
93 0.0012347 0.0 0.6876067 0.105797 1.3707e-05 0.1663392 0.006099482 6.389467e-07 0.00507197 0.02003279 0.003290827 0.000317266 0.0001145539 0.0 0.0 0.0 0.0 0.0 2.001711e-05 0.0 0.004059948
94 0.001377559 0.0 0.691721 0.105254 1.519048e-05 0.1632343 0.006088555 7.080989e-07 0.004982068 0.0196024 0.003221832 0.0003108376 0.0001124147 0.0 0.0 0.0 0.0 0.0 1.998972e-05 0.0 0.00405769
95 0.001377559 0.0 0.691721 0.105254 1.519048e-05 0.1632343 0.006088555 7.080989e-07 0.004982068 0.0196024 0.003221832 0.0003108376 0.0001124147 0.0 0.0 0.0 0.0 0.0 1.998972e-05 0.0 0.00405769
96 0.001612118 0.0 0.6971712 0.1045183 1.759459e-05 0.1590975 0.006073186 8.201656e-07 0.00486238 0.01902948 0.003129983 0.0003022799 0.0001095669 0.0 0.0 0.0 0.0 0.0 1.995303e-05 0.0 0.004054019
97 0.001696406 0.0 0.6991298 0.1042539 1.845851e-05 0.157611 0.006067663 8.604365e-07 0.00481937 0.0188236 0.003096978 0.0002992048 0.0001085436 0.0 0.0 0.0 0.0 0.0 1.993985e-05 0.0 0.004052699
98 0.002010318 0.0 0.705143 0.1034223 2.163681e-05 0.1530178 0.006049629 1.008592e-06 0.004686586 0.01818804 0.002995089 0.0002897114 0.0001053843 0.0 0.0 0.0 0.0 0.0 1.989887e-05 0.0 0.004047831
99 0.00206362 0.0 0.706164 0.103281 2.217648e-05 0.1522378 0.006046566 1.033749e-06 0.00466404 0.01808013 0.002977788 0.0002880994 0.0001048478 0.0 0.0 0.0 0.0 0.0 1.989192e-05 0.0 0.004047004
100 0.00206362 0.0 0.706164 0.103281 2.217648e-05 0.1522378 0.006046566 1.033749e-06 0.00466404 0.01808013 0.002977788 0.0002880994 0.0001048478 0.0 0.0 0.0 0.0 0.0 1.989192e-05 0.0 0.004047004
101 0.002468878 0.0 0.71262 0.1023637 2.622973e-05 0.1472702 0.006025883 1.222689e-06 0.004520567 0.01739349 0.002867708 0.0002778427 0.0001014343 0.0 0.0 0.0 0.0 0.0 1.984731e-05 0.0 0.004040776
102 0.002479266 0.0 0.7127855 0.1023402 2.633363e-05 0.1471429 0.006025352 1.227532e-06 0.004516889 0.01737589 0.002864886 0.0002775798 0.0001013468 0.0 0.0 0.0 0.0 0.0 1.984617e-05 0.0 0.004040617
103 0.003104324 0.0 0.720951 0.10114 3.250084e-05 0.1407998 0.005997034 1.515015e-06 0.004333908 0.0165003 0.002724511 0.0002645 9.699354e-05 0.0 0.0 0.0 0.0 0.0 1.978875e-05 0.0 0.004031108
104 0.003109868 0.0 0.7210095 0.101131 3.25547e-05 0.1407538 0.005996811 1.517525e-06 0.004332584 0.01649397 0.002723495 0.0002644053 9.696204e-05 0.0 0.0 0.0 0.0 0.0 1.978833e-05 0.0 0.004031025
105 0.003827858 0.0 0.7285775 0.09996972 3.952863e-05 0.1348006 0.005967939 1.842613e-06 0.004161109 0.01567359 0.002591968 0.0002521496 9.288269e-05 0.0 0.0 0.0 0.0 0.0 1.973388e-05 0.0 0.004020231
106 0.003876744 0.0 0.7289979 0.09990208 3.999612e-05 0.1344651 0.005966167 1.864404e-06 0.004151461 0.01562744 0.002584569 0.0002514601 9.265318e-05 0.0 0.0 0.0 0.0 0.0 1.973077e-05 0.0 0.004019504
107 0.004647231 0.0 0.7356234 0.09883594 4.73641e-05 0.1291769 0.005938235 2.20786e-06 0.0039994 0.01490009 0.002467954 0.0002405935 8.90359e-05 0.0 0.0 0.0 0.0 0.0 1.968184e-05 0.0 0.004008055
108 0.004745619 0.0 0.7363452 0.09871479 4.829347e-05 0.128593 0.005934924 2.251183e-06 0.003982635 0.01481991 0.002455099 0.0002393956 8.86371e-05 0.0 0.0 0.0 0.0 0.0 1.967638e-05 0.0 0.004006606
109 0.005851036 0.0 0.7439444 0.09741541 5.867489e-05 0.1224075 0.005898792 2.735109e-06 0.003805162 0.01397123 0.002319027 0.0002267154 8.441565e-05 0.0 0.0 0.0 0.0 0.0 1.96183e-05 0.0 0.0039904
110 0.006905274 0.0 0.7498231 0.09634212 6.840493e-05 0.1175142 0.00586721 3.188671e-06 0.003665098 0.01330164 0.002211667 0.0002167103 8.108433999999998e-05 0.0 0.0 0.0 0.0 0.0 1.957162e-05 0.0 0.003975142
111 0.007452147 0.0 0.7525421 0.09582557 7.340433e-05 0.1152186 0.005851531 3.421716e-06 0.003599488 0.01298803 0.002161383 0.0002120241 7.952391e-05 0.0 0.0 0.0 0.0 0.0 1.954951e-05 0.0 0.003967282
112 0.00794841 0.0 0.7546819 0.09539681 7.788402e-05 0.1133758 0.005838012 3.630535e-06 0.003546923 0.01273685 0.002121106 0.0002082703 7.827384e-05 0.0 0.0 0.0 0.0 0.0 1.953153e-05 0.0 0.003960217
